Date,Site,Set Number,Fish_Number,Species,Total_Length (mm),Length_Precision,Whole specimen,Photo #,Comments
28-Aug-19,RSE,1,110,Ninespine Stickleback,36,1mm,,,
28-Aug-19,RSE,1,111,Ninespine Stickleback,31,1mm,,,
28-Aug-19,RSE,1,112,Atlantic Silverside,61,1mm,,,
28-Aug-19,RSE,1,113,Sculpin,37,1mm,,,
28-Aug-19,RSE,1,114,Ninespine Stickleback,36,1mm,,,
28-Aug-19,RSE,1,115,Sculpin,72,1mm,,,
28-Aug-19,RSE,1,116,Atlantic Silverside,55,1mm,,,
28-Aug-19,RSE,1,117,Atlantic Silverside,75,1mm,,,
28-Aug-19,RSE,1,118,Ninespine Stickleback,37,1mm,,,
28-Aug-19,RSE,1,119,Ninespine Stickleback,46,1mm,,,
28-Aug-19,RSE,1,120,Atlantic Silverside,55,1mm,,,
28-Aug-19,RSE,1,121,Threespine Stickleback,51,1mm,,,
28-Aug-19,RSE,1,122,Sculpin,62,1mm,,,
28-Aug-19,RSE,1,123,Ninespine Stickleback,42,1mm,,,
28-Aug-19,RSE,1,124,Mummichog,39,1mm,,,
28-Aug-19,RSE,1,125,Threespine Stickleback,65,1mm,,,
28-Aug-19,RSE,1,126,Ninespine Stickleback,42,1mm,,,
28-Aug-19,RSE,1,127,Threespine Stickleback,44,1mm,,,
28-Aug-19,RSE,1,128,Threespine Stickleback,61,1mm,,,
28-Aug-19,RSE,1,129,Fourspine Stickleback,52,1mm,,,
28-Aug-19,RSE,1,130,Threespine Stickleback,64,1mm,,,
28-Aug-19,RSE,1,131,Ninespine Stickleback,58,1mm,,,
28-Aug-19,RSE,1,132,Threespine Stickleback,41,1mm,,,
28-Aug-19,RSE,1,133,Mummichog,34,1mm,,,
28-Aug-19,RSE,1,134,Ninespine Stickleback,42,1mm,,,
28-Aug-19,RSE,1,135,Ninespine Stickleback,40,1mm,,,
28-Aug-19,RSE,1,136,Ninespine Stickleback,37,1mm,,,
28-Aug-19,RSE,1,137,Threespine Stickleback,42,1mm,,,
28-Aug-19,RSE,1,138,Ninespine Stickleback,53,1mm,,,
28-Aug-19,RSE,1,139,Threespine Stickleback,31,1mm,,,
28-Aug-19,RSE,1,140,Fourspine Stickleback,35,1mm,,,
28-Aug-19,RSE,1,141,Ninespine Stickleback,33,1mm,,,
28-Aug-19,RSE,1,142,Threespine Stickleback,39,1mm,,,
28-Aug-19,RSE,1,143,Atlantic Silverside,70,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,144,Atlantic Silverside,74,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,145,Atlantic Silverside,61,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,146,Atlantic Silverside,64,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,147,Atlantic Silverside,69,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,148,Atlantic Silverside,65,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,149,Atlantic Silverside,80,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,150,Atlantic Silverside,72,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,151,Atlantic Silverside,51,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,152,Atlantic Silverside,52,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,153,Atlantic Silverside,62,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,154,Atlantic Silverside,60,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,155,Atlantic Silverside,62,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,156,Ninespine Stickleback,40,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,157,Sculpin,28,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,158,Mummichog,28,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,159,Threespine Stickleback,40,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,160,Threespine Stickleback,38,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,161,Winter Flounder,31,1mm,eDNA035,286,"Juvenile, deceased, very small"
28-Aug-19,RSE,1,162,Ninespine Stickleback,49,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,163,Ninespine Stickleback,38,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,164,Fourspine Stickleback,35,1mm,,,alive!
28-Aug-19,RSE,1,165,Sculpin,38,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,166,Ninespine Stickleback,50,1mm,,,alive!
28-Aug-19,RSE,1,167,Ninespine Stickleback,52,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,168,Mummichog,36,1mm,,,alive!
28-Aug-19,RSE,1,169,Threespine Stickleback,36,1mm,,,mort - found a large ball of fish in the net that we missed
28-Aug-19,RSE,1,170,Sculpin,36,1mm,,,alive!
28-Aug-19,RSE,1,171,Fourspine Stickleback,37,1mm,,,alive!
28-Aug-19,RSE,1,172,Mummichog,36,1mm,,,alive!
28-Aug-19,RSE,1,173,Threespine Stickleback,41,1mm,,,alive!
28-Aug-19,RSE,1,174,Sculpin,32,1mm,,,alive!
28-Aug-19,RSE,1,175,Threespine Stickleback,55,1mm,,,mort
28-Aug-19,RSE,1,176,Sculpin,66,1mm,,,alive!
28-Aug-19,RSE,1,177,Sculpin,32,1mm,,,mort
28-Aug-19,RSE,1,178,Sculpin,40,1mm,,,mort
28-Aug-19,RSE,1,179,Threespine Stickleback,25,1mm,,,mort
28-Aug-19,RSE,1,180,Threespine Stickleback,45,1mm,,,mort
28-Aug-19,RSE,1,181,Ninespine Stickleback,37,1mm,,,alive!
28-Aug-19,RSE,1,182,Fourspine Stickleback,30,1mm,,,alive!
28-Aug-19,RSE,1,183,Sculpin,31,1mm,,,mort
28-Aug-19,RSE,1,184,Mummichog,45,1mm,,,alive!
28-Aug-19,RSE,1,185,Ninespine Stickleback,38,1mm,,,alive!
28-Aug-19,RSE,1,186,Ninespine Stickleback,46,1mm,,,alive!
28-Aug-19,RSE,1,187,Fourspine Stickleback,34,1mm,,,alive!
28-Aug-19,RSE,1,188,Sculpin,28,1mm,,,mort
28-Aug-19,RSE,1,189,Sculpin,35,1mm,,,mort
28-Aug-19,RSE,1,190,Ninespine Stickleback,39,1mm,,,mort
28-Aug-19,RSE,1,191,Ninespine Stickleback,34,1mm,,,mort
28-Aug-19,RSE,1,192,Threespine Stickleback,47,1mm,,,mort
28-Aug-19,RSE,1,193,Mummichog,35,1mm,,,alive!
28-Aug-19,RSE,1,194,Ninespine Stickleback,31,1mm,,,alive!
28-Aug-19,RSE,1,195,Sculpin,37,1mm,,,mort
28-Aug-19,RSE,1,196,Threespine Stickleback,27,1mm,,,mort
28-Aug-19,RSE,1,197,Threespine Stickleback,28,1mm,,,mort
28-Aug-19,RSE,1,198,Ninespine Stickleback,59,1mm,,,alive!
28-Aug-19,RSE,1,199,Fourspine Stickleback,38,1mm,,,alive!
28-Aug-19,RSE,1,200,Sculpin,34,1mm,,,mort
28-Aug-19,RSE,1,201,Sculpin,31,1mm,,,alive!
28-Aug-19,RSE,1,202,Ninespine Stickleback,51,1mm,,,alive!
28-Aug-19,RSE,1,203,Fourspine Stickleback,31,1mm,,,alive!
28-Aug-19,RSE,1,204,Fourspine Stickleback,35,1mm,,,mort
28-Aug-19,RSE,1,205,Sculpin,35,1mm,,,mort
28-Aug-19,RSE,1,206,Sculpin,33,1mm,,,mort
28-Aug-19,RSE,1,207,Mummichog,36,1mm,,,mort
28-Aug-19,RSE,1,208,Fourspine Stickleback,31,1mm,,,mort
28-Aug-19,RSE,1,209,Sculpin,32,1mm,,,mort
28-Aug-19,RSE,1,210,Threespine Stickleback,21,1mm,,,mort
28-Aug-19,RSE,1,211,Ninespine Stickleback,35,1mm,,,alive!
28-Aug-19,RSE,1,212,Threespine Stickleback,20,1mm,,,mort
28-Aug-19,RSE,1,213,Ninespine Stickleback,36,1mm,,,alive!
28-Aug-19,RSE,1,214,Sculpin,27,1mm,,,mort
28-Aug-19,RSE,1,215,Ninespine Stickleback,32,1mm,,,alive!
28-Aug-19,RSE,2,1,Pipefish,155,1mm,,,
28-Aug-19,RSE,2,2,Sculpin,68,1mm,,,
28-Aug-19,RSE,2,3,Ninespine Stickleback,33,1mm,,,
28-Aug-19,RSE,2,4,Sculpin,36,1mm,,,
28-Aug-19,RSE,2,5,Fourspine Stickleback,43,1mm,,,
28-Aug-19,RSE,2,6,Sculpin,29,1mm,,,
28-Aug-19,RSE,2,7,Sculpin,28,1mm,,,
28-Aug-19,RSE,2,8,Sculpin,42,1mm,,,
28-Aug-19,RSE,2,9,Ninespine Stickleback,30,1mm,,,
28-Aug-19,RSE,2,10,Ninespine Stickleback,29,1mm,,,
28-Aug-19,RSE,2,11,Ninespine Stickleback,32,1mm,,,
28-Aug-19,RSE,2,12,Ninespine Stickleback,38,1mm,,,
28-Aug-19,RSE,2,13,Ninespine Stickleback,25,1mm,,,
28-Aug-19,RSE,2,14,Sculpin,30,1mm,,,
28-Aug-19,RSE,2,15,Ninespine Stickleback,48,1mm,,,
28-Aug-19,RSE,2,16,Ninespine Stickleback,36,1mm,,,
28-Aug-19,RSE,2,17,"""Larval herring""",23,1mm,eDNA036,293,"Likely a juvenile Silverside, not a herring"
28-Aug-19,RSE,2,18,Ninespine Stickleback,34,1mm,,,
28-Aug-19,RSE,2,19,Ninespine Stickleback,31,1mm,,,
28-Aug-19,RSE,2,20,Ninespine Stickleback,29,1mm,,,
28-Aug-19,RSE,2,21,Fourspine Stickleback,51,1mm,,,
28-Aug-19,RSE,2,22,Sculpin,31,1mm,,,
28-Aug-19,RSE,2,23,Fourspine Stickleback,37,1mm,,,
28-Aug-19,RSE,2,24,Ninespine Stickleback,38,1mm,,,
28-Aug-19,RSE,2,25,Fourspine Stickleback,38,1mm,,,
28-Aug-19,RSE,2,26,Fourspine Stickleback,37,1mm,,,
28-Aug-19,RSE,2,27,Sculpin,32,1mm,,,
28-Aug-19,RSE,2,28,Sculpin,41,1mm,,,
28-Aug-19,RSE,2,29,Ninespine Stickleback,25,1mm,,,
28-Aug-19,RSE,2,30,Sculpin,64,1mm,,,
28-Aug-19,RSE,2,31,Sculpin,77,1mm,,,
28-Aug-19,RSE,2,32,Sculpin,35,1mm,,,
28-Aug-19,RSE,2,33,Fourspine Stickleback,30,1mm,,,
28-Aug-19,RSE,2,34,Fourspine Stickleback,35,1mm,,,
28-Aug-19,RSE,2,35,Pipefish,146,1mm,,,
28-Aug-19,RSE,2,36,Fourspine Stickleback,38,1mm,,,
28-Aug-19,RSE,2,37,Sculpin,40,1mm,,,
28-Aug-19,RSE,2,38,Sculpin,35,1mm,,,
28-Aug-19,RSE,2,39,Sculpin,26,1mm,,,
28-Aug-19,RSE,2,40,Mummichog,34,1mm,,,
28-Aug-19,RSE,2,41,Mummichog,33,1mm,,,
28-Aug-19,RSE,2,42,Fourspine Stickleback,32,1mm,,,
28-Aug-19,RSE,2,43,Sculpin,30,1mm,,,
28-Aug-19,RSE,2,44,Fourspine Stickleback,N/A,1mm,,,
28-Aug-19,RSE,2,45,Mummichog,41,1mm,,,
28-Aug-19,RSE,2,46,Ninespine Stickleback,39,1mm,,,
28-Aug-19,RSE,2,47,Fourspine Stickleback,29,1mm,,,
28-Aug-19,RSE,2,48,Fourspine Stickleback,39,1mm,,,
28-Aug-19,RSE,2,49,Fourspine Stickleback,36,1mm,,,
28-Aug-19,RSE,2,50,Fourspine Stickleback,34,1mm,,,
28-Aug-19,RSE,2,51,Fourspine Stickleback,37,1mm,,,
28-Aug-19,RSE,2,52,Fourspine Stickleback,36,1mm,,,
28-Aug-19,RSE,2,53,Fourspine Stickleback,42,1mm,,,
28-Aug-19,RSE,2,54,Fourspine Stickleback,45,1mm,,,
28-Aug-19,RSE,2,55,American Eel,100-150,1mm,,,"Yellow eel, likely 10-15cm, escaped before we could measure"
28-Aug-19,RSE,2,56,Fourspine Stickleback,36,1mm,,,
28-Aug-19,RSE,2,57,Fourspine Stickleback,49,1mm,,,
28-Aug-19,RSE,2,58,Fourspine Stickleback,40,1mm,,,
28-Aug-19,RSE,2,59,Fourspine Stickleback,33,1mm,,,
28-Aug-19,RSE,2,60,Fourspine Stickleback,32,1mm,,,
28-Aug-19,RSE,2,61,Fourspine Stickleback,37,1mm,,,
28-Aug-19,RSE,2,62,Fourspine Stickleback,41,1mm,,,
28-Aug-19,RSE,2,63,Ninespine Stickleback,32,1mm,,,
28-Aug-19,RSE,2,64,Pipefish,186,1mm,,,
28-Aug-19,RSE,2,65,Fourspine Stickleback,41,1mm,,,
28-Aug-19,RSE,2,66,Fourspine Stickleback,38,1mm,,,
28-Aug-19,RSE,2,67,Fourspine Stickleback,34,1mm,,,
28-Aug-19,RSE,2,68,Fourspine Stickleback,32,1mm,,,
28-Aug-19,RSE,2,69,Carangidae,38,1mm,,295-296,"Juvenile yellow jack with black bars, likely Crevalle or Blue runner"
28-Aug-19,RSE,2,70,Fourspine Stickleback,31,1mm,,,
28-Aug-19,RSE,2,71,Fourspine Stickleback,38,1mm,,,
28-Aug-19,RSE,2,72,Fourspine Stickleback,34,1mm,,,
28-Aug-19,RSE,2,73,Fourspine Stickleback,28,1mm,,,
28-Aug-19,RSE,2,74,Fourspine Stickleback,44,1mm,,,
28-Aug-19,RSE,2,75,Fourspine Stickleback,46,1mm,,,
28-Aug-19,RSE,2,76,Fourspine Stickleback,33,1mm,,,
28-Aug-19,RSE,2,77,Fourspine Stickleback,31,1mm,,,
28-Aug-19,RSE,2,78,Fourspine Stickleback,42,1mm,,,
28-Aug-19,RSE,2,79,Fourspine Stickleback,44,1mm,,,
28-Aug-19,RSE,2,80,Pipefish,119,1mm,,,
28-Aug-19,RSE,2,81,Pipefish,197,1mm,,,
28-Aug-19,RSE,2,82,Pipefish,137,1mm,,,
28-Aug-19,RSE,2,83,Pipefish,129,1mm,,,
10-Sep-19,CAB,1,1,Atlantic Silverside,83,1mm,,,
10-Sep-19,CAB,1,2,Atlantic Silverside,83,1mm,,,
10-Sep-19,CAB,1,3,Atlantic Silverside,74,1mm,,,
10-Sep-19,CAB,1,4,Atlantic Silverside,120,1mm,,350,
10-Sep-19,CAB,1,5,Atlantic Silverside,85,1mm,,,
10-Sep-19,CAB,1,6,Atlantic Silverside,84,1mm,,,
10-Sep-19,CAB,1,7,Atlantic Silverside,88,1mm,,,
10-Sep-19,CAB,1,8,Atlantic Silverside,74,1mm,,,
10-Sep-19,CAB,1,9,Atlantic Silverside,123,1mm,,,
10-Sep-19,CAB,1,10,Atlantic Silverside,104,1mm,,,
10-Sep-19,CAB,1,11,Atlantic Silverside,70,1mm,,,
10-Sep-19,CAB,1,12,Atlantic Silverside,80,1mm,,,
10-Sep-19,CAB,1,13,Atlantic Silverside,69,1mm,,,
10-Sep-19,CAB,1,14,Atlantic Silverside,74,1mm,,,
10-Sep-19,CAB,1,15,Atlantic Silverside,66,1mm,,,
10-Sep-19,CAB,1,16,Atlantic Silverside,82,1mm,,,
10-Sep-19,CAB,1,17,Atlantic Silverside,63,1mm,,,
10-Sep-19,CAB,1,18,Atlantic Silverside,79,1mm,,,
10-Sep-19,CAB,1,19,Atlantic Silverside,80,1mm,,,
10-Sep-19,CAB,1,20,Atlantic Silverside,112,1mm,,,
10-Sep-19,CAB,1,21,Atlantic Silverside,81,1mm,,,
10-Sep-19,CAB,1,22,Atlantic Silverside,74,1mm,,,
10-Sep-19,CAB,1,23,Atlantic Silverside,82,1mm,,,
10-Sep-19,CAB,1,24,Atlantic Silverside,125,1mm,,,
10-Sep-19,CAB,1,25,Atlantic Silverside,128,1mm,,,
10-Sep-19,CAB,1,26,Atlantic Silverside,135,1mm,,351,Could be a smelt? Quite large and had a speckled body
10-Sep-19,CAB,1,27,Atlantic Silverside,134,1mm,,,
10-Sep-19,CAB,1,28,Atlantic Silverside,80,1mm,,,
10-Sep-19,CAB,1,29,Atlantic Silverside,87,1mm,,,
10-Sep-19,CAB,1,30,Atlantic Silverside,80,1mm,,,
10-Sep-19,CAB,1,31,Atlantic Silverside,81,1mm,,,
10-Sep-19,CAB,1,32,Atlantic Silverside,91,1mm,,,
10-Sep-19,CAB,1,33,Atlantic Silverside,82,1mm,,,
10-Sep-19,CAB,1,34,Atlantic Silverside,87,1mm,,,
10-Sep-19,CAB,1,35,Atlantic Silverside,62,1mm,,,
10-Sep-19,CAB,1,36,Atlantic Silverside,77,1mm,,,
10-Sep-19,CAB,1,37,Atlantic Silverside,80,1mm,,,
10-Sep-19,CAB,1,38,Atlantic Silverside,80,1mm,,,
10-Sep-19,CAB,1,39,Atlantic Silverside,85,1mm,,,
10-Sep-19,CAB,1,40,Atlantic Silverside,77,1mm,,,
10-Sep-19,CAB,1,41,Atlantic Silverside,86,1mm,,,
10-Sep-19,CAB,1,42,Atlantic Silverside,88,1mm,,,Mort
10-Sep-19,CAB,1,43,Atlantic Silverside,94,1mm,,,
10-Sep-19,CAB,1,44,Atlantic Silverside,93,1mm,,,
10-Sep-19,CAB,1,45,Atlantic Silverside,85,1mm,,,
10-Sep-19,CAB,1,46,Atlantic Silverside,78,1mm,,,
10-Sep-19,CAB,1,47,Atlantic Silverside,88,1mm,,,
10-Sep-19,CAB,1,48,Atlantic Silverside,83,1mm,,,
10-Sep-19,CAB,1,49,Atlantic Silverside,77,1mm,,,
10-Sep-19,CAB,1,50,Atlantic Silverside,73,1mm,,,
10-Sep-19,CAB,1,51,Atlantic Silverside,60,1mm,,,
10-Sep-19,CAB,1,52,Atlantic Silverside,114,1mm,,,
10-Sep-19,CAB,1,53,Atlantic Silverside,78,1mm,,,
10-Sep-19,CAB,1,54,Atlantic Silverside,64,1mm,,,
10-Sep-19,CAB,1,55,Atlantic Silverside,62,1mm,,,
10-Sep-19,CAB,1,56,Atlantic Silverside,96,1mm,,,
10-Sep-19,CAB,1,57,Sculpin,95,1mm,,352,
10-Sep-19,CAB,1,58,Pipefish,254,1mm,,,
10-Sep-19,CAB,1,59,Threespine Stickleback,48,1mm,,,
10-Sep-19,CAB,1,60,Threespine Stickleback,62,1mm,,,
10-Sep-19,CAB,1,61,Threespine Stickleback,48,1mm,,,
10-Sep-19,CAB,1,62,Threespine Stickleback,41,1mm,,,
10-Sep-19,CAB,1,63,Threespine Stickleback,62,1mm,,,
10-Sep-19,CAB,1,64,Fourspine Stickleback,50,1mm,,,
10-Sep-19,CAB,1,65,Tomcod,66,1mm,,,
10-Sep-19,CAB,1,66,Tomcod,80,1mm,,,
10-Sep-19,CAB,1,67,Cunner,55,1mm,,,
10-Sep-19,CAB,1,68,Flounder,41,1mm,,353,"Baby, winter flounder?"
10-Sep-19,CAB,1,69,Tomcod,75,1mm,,,
10-Sep-19,CAB,1,70,Sandlance,75,1mm,,,
10-Sep-19,CAB,1,71,Sculpin,70,1mm,,354,
10-Sep-19,CAB,1,72,Pipefish,213,1mm,,,
10-Sep-19,CAB,1,73,Sculpin,75,1mm,,355,
10-Sep-19,CAB,1,74,Grubby Sculpin,28,1mm,eDNA038,356,"Tiny, took whole specimen"
10-Sep-19,CAB,1,75,Threespine Stickleback,50,1mm,,,
10-Sep-19,CAB,1,76,Threespine Stickleback,51,1mm,,,
10-Sep-19,CAB,1,77,Threespine Stickleback,59,1mm,,,
10-Sep-19,CAB,1,78,Threespine Stickleback,51,1mm,,,
10-Sep-19,CAB,1,79,Threespine Stickleback,49,1mm,,,
10-Sep-19,CAB,1,80,Threespine Stickleback,34,1mm,,,
10-Sep-19,CAB,1,81,Threespine Stickleback,30,1mm,,,
10-Sep-19,CAB,1,82,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,83,Threespine Stickleback,27,1mm,,,
10-Sep-19,CAB,1,84,Threespine Stickleback,49,1mm,,,
10-Sep-19,CAB,1,85,Threespine Stickleback,52,1mm,,,
10-Sep-19,CAB,1,86,Threespine Stickleback,56,1mm,,,
10-Sep-19,CAB,1,87,Threespine Stickleback,42,1mm,,,
10-Sep-19,CAB,1,88,Threespine Stickleback,32,1mm,,,
10-Sep-19,CAB,1,89,Threespine Stickleback,50,1mm,,,
10-Sep-19,CAB,1,90,Threespine Stickleback,39,1mm,,,
10-Sep-19,CAB,1,91,Threespine Stickleback,58,1mm,,,
10-Sep-19,CAB,1,92,Threespine Stickleback,65,1mm,,,
10-Sep-19,CAB,1,93,Threespine Stickleback,54,1mm,,,
10-Sep-19,CAB,1,94,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,1,95,Threespine Stickleback,46,1mm,,,
10-Sep-19,CAB,1,96,Threespine Stickleback,58,1mm,,,
10-Sep-19,CAB,1,97,Threespine Stickleback,37,1mm,,,
10-Sep-19,CAB,1,98,Threespine Stickleback,37,1mm,,,
10-Sep-19,CAB,1,99,Threespine Stickleback,47,1mm,,,
10-Sep-19,CAB,1,100,Threespine Stickleback,54,1mm,,,
10-Sep-19,CAB,1,101,Threespine Stickleback,38,1mm,,,
10-Sep-19,CAB,1,102,Threespine Stickleback,28,1mm,,,
10-Sep-19,CAB,1,103,Threespine Stickleback,48,1mm,,,
10-Sep-19,CAB,1,104,Threespine Stickleback,46,1mm,,,
10-Sep-19,CAB,1,105,Threespine Stickleback,37,1mm,,,
10-Sep-19,CAB,1,106,Threespine Stickleback,37,1mm,,,
10-Sep-19,CAB,1,107,Threespine Stickleback,31,1mm,,,
10-Sep-19,CAB,1,108,Threespine Stickleback,41,1mm,,,
10-Sep-19,CAB,1,109,Threespine Stickleback,34,1mm,,,
10-Sep-19,CAB,1,110,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,111,Threespine Stickleback,44,1mm,,,
10-Sep-19,CAB,1,112,Threespine Stickleback,58,1mm,,,
10-Sep-19,CAB,1,113,Threespine Stickleback,66,1mm,,,
10-Sep-19,CAB,1,114,Fourspine Stickleback,40,1mm,,,
10-Sep-19,CAB,1,115,Fourspine Stickleback,30,1mm,,,
10-Sep-19,CAB,1,116,Threespine Stickleback,31,1mm,,,
10-Sep-19,CAB,1,117,Ninespine Stickleback,46,1mm,,,
10-Sep-19,CAB,1,118,Fourspine Stickleback,33,1mm,,,
10-Sep-19,CAB,1,119,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,120,Threespine Stickleback,33,1mm,,,
10-Sep-19,CAB,1,121,Threespine Stickleback,44,1mm,,,
10-Sep-19,CAB,1,122,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,123,Threespine Stickleback,33,1mm,,,
10-Sep-19,CAB,1,124,Fourspine Stickleback,45,1mm,,,
10-Sep-19,CAB,1,125,Fourspine Stickleback,31,1mm,,,
10-Sep-19,CAB,1,126,Threespine Stickleback,31,1mm,,,
10-Sep-19,CAB,1,127,Fourspine Stickleback,34,1mm,,,
10-Sep-19,CAB,1,128,Threespine Stickleback,41,1mm,,,
10-Sep-19,CAB,1,129,Threespine Stickleback,31,1mm,,,
10-Sep-19,CAB,1,130,Threespine Stickleback,40,1mm,,,
10-Sep-19,CAB,1,131,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,1,132,Threespine Stickleback,32,1mm,,,
10-Sep-19,CAB,1,133,Threespine Stickleback,26,1mm,,,
10-Sep-19,CAB,1,134,Fourspine Stickleback,33,1mm,,,
10-Sep-19,CAB,1,135,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,136,Threespine Stickleback,41,1mm,,,
10-Sep-19,CAB,1,137,Threespine Stickleback,50,1mm,,,
10-Sep-19,CAB,1,138,Threespine Stickleback,46,1mm,,,Lost its tail so not a full measurement
10-Sep-19,CAB,1,139,Threespine Stickleback,47,1mm,,,
10-Sep-19,CAB,1,140,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,1,141,Fourspine Stickleback,33,1mm,,,
10-Sep-19,CAB,1,142,Threespine Stickleback,26,1mm,,,
10-Sep-19,CAB,1,143,Threespine Stickleback,40,1mm,,,
10-Sep-19,CAB,1,144,Ninespine Stickleback,55,1mm,,,
10-Sep-19,CAB,1,145,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,1,146,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,147,Threespine Stickleback,39,1mm,,,
10-Sep-19,CAB,1,148,Threespine Stickleback,46,1mm,,,
10-Sep-19,CAB,1,149,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,150,Ninespine Stickleback,51,1mm,,,
10-Sep-19,CAB,1,151,Threespine Stickleback,42,1mm,,,
10-Sep-19,CAB,1,152,Fourspine Stickleback,40,1mm,,,
10-Sep-19,CAB,1,153,Fourspine Stickleback,36,1mm,,,
10-Sep-19,CAB,1,154,Fourspine Stickleback,44,1mm,,,
10-Sep-19,CAB,1,155,Fourspine Stickleback,34,1mm,,,
10-Sep-19,CAB,1,156,Threespine Stickleback,28,1mm,,,
10-Sep-19,CAB,1,157,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,1,158,Threespine Stickleback,27,1mm,,,
10-Sep-19,CAB,1,159,Fourspine Stickleback,39,1mm,,,
10-Sep-19,CAB,1,160,Threespine Stickleback,55,1mm,,,
10-Sep-19,CAB,1,161,Fourspine Stickleback,43,1mm,,,
10-Sep-19,CAB,1,162,Threespine Stickleback,33,1mm,,,
10-Sep-19,CAB,2,1,Flounder,45,1mm,,,
10-Sep-19,CAB,2,2,Flounder,37,1mm,,,
10-Sep-19,CAB,2,3,Flounder,52,1mm,,361,
10-Sep-19,CAB,2,4,Flounder,54,1mm,,,
10-Sep-19,CAB,2,5,Tomcod,71,1mm,,,
10-Sep-19,CAB,2,6,Tomcod,76,1mm,,,
10-Sep-19,CAB,2,7,Flounder,43,1mm,,,
10-Sep-19,CAB,2,8,Tomcod,76,1mm,,,
10-Sep-19,CAB,2,9,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,2,10,Tomcod,75,1mm,,,
10-Sep-19,CAB,2,11,Tomcod,70,1mm,,,
10-Sep-19,CAB,2,12,Ninespine Stickleback,52,1mm,,,
10-Sep-19,CAB,2,13,Flounder,102,1mm,,362,
10-Sep-19,CAB,2,14,Flounder,37,1mm,,,
10-Sep-19,CAB,2,15,Flounder,41,1mm,,,
10-Sep-19,CAB,2,16,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,2,17,Tomcod,72,1mm,,,
10-Sep-19,CAB,2,18,Flounder,35,1mm,,,
10-Sep-19,CAB,2,19,Flounder,52,1mm,,,
10-Sep-19,CAB,2,20,Threespine Stickleback,36,1mm,,,
10-Sep-19,CAB,2,21,Tomcod,82,1mm,,,
10-Sep-19,CAB,2,22,Flounder,46,1mm,,,
10-Sep-19,CAB,2,23,Flounder,45,1mm,,,
10-Sep-19,CAB,2,24,Tomcod,68,1mm,,,
10-Sep-19,CAB,2,25,White Hake,46,1mm,eDNA039,363,"Dead, was unknown because very small, but Daphne ID'd as White Hake"
10-Sep-19,CAB,2,26,Threespine Stickleback,35,1mm,,,
10-Sep-19,CAB,2,27,Threespine Stickleback,55,1mm,,,
10-Sep-19,CAB,2,28,Fourspine Stickleback,51,1mm,,,
10-Sep-19,CAB,2,29,Fourspine Stickleback,39,1mm,,,
10-Sep-19,CAB,2,30,Fourspine Stickleback,33,1mm,,,
10-Sep-19,CAB,2,31,Threespine Stickleback,50,1mm,,,
10-Sep-19,CAB,2,32,Tomcod,80,1mm,,,
10-Sep-19,CAB,2,33,Flounder,45,1mm,,,
