,X888.ENEG.1,X888.ENEG.2,X889.ENEG.1,X889.ENEG.2,X890.ENEG.1,X890.ENEG.2,X891.ENEG.1,X891.ENEG.2,X892.ENEG.1,X893.ENEG.1,X893.ENEG.2,X933.ENEG.1,X933.ENEG.2,X934.ENEG.1,AZMP2024.EDNA.001,AZMP2024.EDNA.002,AZMP2024.EDNA.005,AZMP2024.EDNA.006,AZMP2024.EDNA.016,AZMP2024.EDNA.017,AZMP2024.EDNA.018,AZMP2024.EDNA.019,AZMP2024.EDNA.020,AZMP2024.EDNA.021,AZMP2024.EDNA.037,AZMP2024.EDNA.038,AZMP2024.EDNA.039,AZMP2024.EDNA.040,AZMP2024.EDNA.041,AZMP2024.EDNA.042,AZMP2024.EDNA.052,AZMP2024.EDNA.053,AZMP2024.EDNA.054,AZMP2024.EDNA.055,AZMP2024.EDNA.056,AZMP2024.EDNA.057,AZMP2024.EDNA.058,AZMP2024.EDNA.059,AZMP2024.EDNA.060,AZMP2024.EDNA.061,AZMP2024.EDNA.062,AZMP2024.EDNA.063,SAB24.EDNA.001,SAB24.EDNA.002,SAB24.EDNA.003,SAB24.EDNA.004,SAB24.EDNA.005,SAB24.EDNA.006,SAB24.EDNA.007,SAB24.EDNA.008,SAB24.EDNA.009,SAB24.EDNA.010,SAB24.EDNA.011,SAB24.EDNA.012,SAB24.EDNA.013,SAB24.EDNA.014,SAB24.EDNA.015,SAB24.EDNA.016,SAB24.EDNA.017,SAB24.EDNA.018,SAB24.EDNA.019,SAB24.EDNA.020,SAB24.EDNA.021,SAB24.EDNA.022,SAB24.EDNA.023,SAB24.EDNA.024,SAB24.EDNA.025,SAB24.EDNA.026,SAB24.EDNA.027,SAB24.EDNA.028,SAB24.EDNA.029,SAB24.EDNA.030,SAB24.EDNA.031,SAB24.EDNA.032,SAB24.EDNA.033,SAB24.EDNA.034,SAB24.EDNA.035,SAB24.EDNA.036,SAB24.EDNA.037,SAB24.EDNA.038,SAB24.EDNA.039,SAB24.EDNA.040,SAB24.EDNA.041,SAB24.EDNA.042,SAB24.EDNA.043,SAB24.EDNA.044,SAB24.EDNA.045,SAB24.EDNA.046,SAB24.EDNA.047,SAB24.EDNA.048,SAB24.EDNA.049,SAB24.EDNA.050,SAB24.EDNA.051,SAB24.EDNA.052,SAB24.EDNA.053,SAB24.EDNA.054,SAB24.EDNA.055,SAB24.EDNA.056,SAB24.EDNA.057,SAB24.EDNA.058,SAB24.EDNA.059,SAB24.EDNA.060,SAB24.EDNA.061,SAB24.EDNA.062,SAB24.EDNA.063,SAB24.EDNA.064,SAB24.EDNA.065,SAB24.EDNA.066,SAB24.EDNA.067,SAB24.EDNA.068,SAB24.EDNA.069,SAB24.EDNA.070,SAB24.EDNA.071,SAB24.EDNA.072,SAB24.EDNA.073,SAB24.EDNA.074,SAB24.EDNA.075,SAB24.EDNA.076,SAB24.EDNA.077,SAB24.EDNA.078,SAB24.EDNA.079,SAB24.EDNA.080,SAB24.EDNA.081,SAB24.EDNA.082,SAB24.EDNA.083,SAB24.EDNA.084,SAB24.EDNA.085,SAB24.EDNA.086,SAB24.EDNA.087,SAB24.EDNA.088,SAB24.EDNA.089,SAB24.EDNA.090,SAB24.EDNA.091,SAB24.EDNA.092,SAB24.EDNA.093,SAB24.EDNA.094,SAB24.EDNA.095,SAB24.EDNA.096,SAB24.EDNA.097,SAB24.EDNA.098,SAB24.EDNA.099,SAB24.EDNA.100,SAB24.EDNA.101,SAB24.EDNA.102,SAB24.EDNA.103,SAB24.EDNA.104,SAB24.EDNA.105,SAB24.EDNA.106,SAB24.EDNA.107,SAB24.EDNA.108,SAB24.EDNA.109,SAB24.EDNA.110,SAB24.EDNA.111,SAB24.EDNA.112,Phylum,V14,Class,V16,V17,V18,V19,V20,V21,V23,V24,V26,Species,V29
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,4038,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,19,0,0,0,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,7,4,0,0,0,13,0,11,0,0,15,44,0,0,0,0,9,0,10,0,0,0,0,0,0,12,3,0,5,7,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,6,0,0,15,28,18,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,14,6,0,0,0,0,68,60,14,0,Annelida,1,Polychaeta,class,1,undef_Polychaeta,order,1,Maldanidae,1,Nicomache_genus,1,Nicomache_minor,1
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,7,0,0,0,0,0,0,5,0,63,0,0,0,9,12,0,14,0,0,13,0,8,0,0,0,0,0,0,0,0,6,0,6,14,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,7,0,0,0,0,12,0,32,10,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Echinodermata,1,Asteroidea,class,1,Forcipulatida,order,1,Asteriidae,1,Leptasterias,1,Leptasterias_littoralis,1
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3167,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,533,1163,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Phyllodocida,order,1,Phyllodocidae,1,Phyllodoce_segmented_worms,1,Phyllodoce_groenlandica_CMC01,1
936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,125,85,0,33,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,5,45,79,31,54,18,57,0,9,0,0,0,0,0,0,73,35,30,84,83,66,30,21,36,16,12,14,58,69,35,7,0,6,0,0,0,0,0,0,18,0,15,23,24,10,77,56,36,0,0,76,115,92,0,33,15,0,205,211,151,126,110,99,0,0,0,0,0,0,0,0,4,0,10,0,7,30,43,29,0,0,75,88,50,0,0,0,0,0,9,0,52,0,0,104,0,26,Echinodermata,1,Asteroidea,class,1,Forcipulatida,order,1,Asteriidae,1,Leptasterias,1,Leptasterias_polaris,1
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Trichobranchidae,1,Terebellides,1,Terebellides_williamsae,1
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,34,1193,0,0,0,0,0,0,0,0,0,3,0,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rotifera,1,Eurotatoria,class,1,Ploima,order,1,Synchaetidae,1,Synchaeta,1,Synchaeta_vorax,1
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rotifera,1,Eurotatoria,class,1,Ploima,order,1,Synchaetidae,1,Synchaeta,1,Synchaeta_vorax,1
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,19,5,0,0,0,584,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rotifera,1,Eurotatoria,class,1,Ploima,order,1,Synchaetidae,1,Synchaeta,1,Synchaeta_vorax,1
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Metridinidae,1,Metridia,1,Metridia_lucens,1
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,49,27,0,0,0,0,0,0,0,0,0,0,34,22,31,15,16,0,0,0,7,0,0,6,34,32,42,0,0,0,0,0,0,18,0,29,19,22,27,17,36,8,0,5,41,33,26,221,217,325,37,0,40,0,0,0,24,31,24,34,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,52,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1
978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,0,0,7,8,0,8,184,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,43,36,27,44,28,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,36,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,1013,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Temora,1,Temora_longicornis,1
982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,355,155,0,659,0,929,0,4180,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Temora,1,Temora_longicornis,1
985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,46,1377,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,181,429,169,0,0,0,0,247,0,32,0,1282,232,203,341,0,0,0,218,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,19,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Temora,1,Temora_longicornis,1
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,960,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Crinoidea,class,1,Comatulida,order,1,Antedonidae,0.99,Solanometra,0.98,Solanometra_antarctica,0.98
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,81,0,115,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,8564,200,264,112,243,0,164,154,0,198,163,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,6,17,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,16,29,13,0,0,0,0,97,10,7,0,19,0,100,32,107,75,79,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,185,142,0,249,0,0,139,0,0,0,0,0,0,0,671,967,1208,778,382,262,0,483,263,548,0,744,395,593,38667,0,0,0,0,0,146,133,150,19005,251,288,0,134,99,178,175,128,13092,100,0,141,127,134,0,3815,0,0,0,21,221,209,1200,5928,542,4024,147,149,248,0,0,161,202,86,0,0,0,0,105,120,0,0,0,0,0,0,0,0,0,50,126,0,0,0,5724,970,24174,409,965,6441,0,0,4625,4370,4242,2529,10795,0,4390,2504,18183,4629,4315,0,0,71,19,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,122,92,0,0,0,115,0,114,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,78,0,0,0,0,0,31,0,0,0,0,257,377,279,212,180,131,163,234,153,216,103,215,21775,237,0,0,0,0,0,0,94,59,0,0,102,0,118,59,58,86,0,64,0,43,2180,60,70,0,0,0,0,0,0,0,85,95,122,143,199,163,55,64,0,0,0,0,0,0,0,0,0,0,67,54,43,0,0,0,0,0,24,0,0,0,106,0,0,0,1487,1554,1441,214,429,0,0,0,2202,2141,1512,6047,1292,0,1903,993,1892,19902,2218,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,175,169,179,102,0,73,0,114,71,115,0,164,122,94,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,40,0,0,102,169,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,30,0,65,0,0,0,0,0,0,0,0,0,0,0,900,236,8788,130,145,0,0,0,983,1290,1294,700,788,0,1122,444,1115,775,1269,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,21,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,163,0,19,0,0,0,63,203,64,39,13,0,80,64,58,93,101,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,8250,0,0,0,0,0,106,199,0,0,0,0,0,0,82,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
